218.91088,136.91088
287.91088,130.91088
1622.0,125.73781
1692.0,141.73781
1692.0,210.73781
1622.0,222.73781
1070.0,215.0
1023.0,231.0
982.0,272.0
963.37703,556.0
900.37703,587.0
825.37703,587.0
788.37703,556.0
780.11635,338.33119999999997
751.21061,258.12210999999996
703.21061,226.12210999999996
409.21061,230.12210999999996
349.21061,252.12210999999996
309.11635,320.3312
309.0,745.0
324.0,806.0
386.0,881.0
1292.0,873.0
1369.0,842.0
1396.0,798.0
1391.0,614.0
1411.0,569.0
1456.0,556.0
1636.0,558.0
1678.0,558.0
1692.0,587.0
1669.0,615.0
1618.3299,639.0
1580.2356,666.63325
1566.9057,716.25622
1572.296,811.39894
1636.0,852.8231900000001
1689.561,876.02134
1698.3475999999998,914.21344
1667.9999999999998,932.69513
1604.5577999999998,945.63109
266.9108799999999,939.1768099999999
221.9108799999999,921.1768099999999
177.9108799999999,872.9999999999999
177.9108799999999,165.91088
